atco_code,name,easting,northing,longitude,latitude,stop_type
"9100CNDAW","Canada Water Rail Station",535475,179475,-0.049719754,51.4979900886,"RLY"
"9100CNNB","Canonbury Rail Station",532380,185040,-0.0921908482,51.5487322475,"RLY"
"9100HCRT","Hampton Court Rail Station",515376,168361,-0.3427476527,51.4025556703,"RLY"
"9100HDON","Hendon Rail Station",522140,188270,-0.2386740632,51.5800679554,"RLY"
"9100BAGSHOT","Bagshot Rail Station",491391,163627,-0.6886619109,51.3643675197,"RLY"
"9100BALCOMB","Balcombe Rail Station",530670,130115,-0.1369336776,51.0555216567,"RLY"
"9100BALDOCK","Baldock Rail Station",524540,234264,-0.1875636737,51.9928712094,"RLY"
"9100BALHAM","Balham Rail Station",528500,173200,-0.1524244157,51.4432248729,"RLY"
"9100BRACKNL","Bracknell Rail Station",486910,168969,-0.751703561,51.4130918883,"RLY"
"9100BRAINFP","Braintree Freeport Rail Station",576925,222100,0.56843481453,51.8694161382,"RLY"
"9100BRAINTR","Braintree Rail Station",576093,222736,0.55668710811,51.8753916838,"RLY"
"9100BRBCNLT","Barbican Rail Station",532100,181800,-0.0974410979,51.5196817189,"RLY"
"9100BRBY","Brondesbury Rail Station",524755,184450,-0.2023086549,51.5451656923,"RLY"
"9100BRBYPK","Brondesbury Park Rail Station",524225,183940,-0.210127586,51.5406991211,"RLY"
"9100BRIMSDN","Brimsdown Rail Station",536315,197035,-0.03081735,51.655583366,"RLY"
"9100BRIXTON","Brixton Rail Station",531100,175500,-0.1141833985,51.4632989255,"RLY"
"9100NMBRLPK","Northumberland Park Rail Station",534875,191030,-0.0539318429,51.601969065,"RLY"
"9100NORBURY","Norbury Rail Station",530710,169720,-0.1219260434,51.4114457976,"RLY"
"9100NORWDJ","Norwood Junction Rail Station",534000,168200,-0.0752214998,51.3970190492,"RLY"
"9100NRBITON","Norbiton Rail Station",519435,169545,-0.2840249528,51.4123576557,"RLY"
"9100NRTHFLT","Northfleet Rail Station",561621,174435,0.3243335694,51.4458463443,"RLY"
"9100NSHEEN","North Sheen Rail Station",519030,175410,-0.2878758132,51.4651546873,"RLY"
"9100NTHCAMP","North Camp Rail Station",488600,153725,-0.731198647,51.2757948619,"RLY"
"9100NTHOLTP","Northolt Park Rail Station",513827,185570,-0.3594658653,51.5575396777,"RLY"
"9100GTWK","Gatwick Airport Rail Station",528700,141300,-0.1610414552,51.1564907323,"RLY"
"9100GUILDFD","Guildford Rail Station",499200,149600,-0.5804249593,51.2369701895,"RLY"
"9100HACKNYC","Hackney Central Rail Station",534890,184925,-0.0560575326,51.5471049481,"RLY"
"9100HACKNYW","Hackney Wick Rail Station",537060,184572,-0.0249197732,51.5434104688,"RLY"
"9100HADLYWD","Hadley Wood Rail Station",526225,198210,-0.1761724787,51.6684968489,"RLY"
"9100HAGGERS","Haggerston Rail Station",533555,183955,-0.0756664692,51.538705464,"RLY"
"9100HAKNYNM","Hackney Downs Rail Station",534555,185100,-0.0608189367,51.5487574447,"RLY"
"9100HALG","Halling Rail Station",570347,164326,0.44493188278,51.3524778413,"RLY"
"9100BANSTED","Banstead Rail Station",524588,160432,-0.2131588524,51.3293488457,"RLY"
"9100FURZEP","Furze Platt Rail Station",488294,182334,-0.7284727403,51.533020269,"RLY"
"9100HRLWMIL","Harlow Mill Rail Station",547160,212340,0.13230764079,51.7903654601,"RLY"
"9100HRLWTWN","Harlow Town Rail Station",544626,211232,0.09513188242,51.7810703404,"RLY"
"9100KNGX","London Kings Cross Rail Station",530300,183000,-0.1229259115,51.5308833389,"RLY"
"9100KNLY","Kenley Rail Station",532420,160120,-0.1009253421,51.3247769419,"RLY"
"9100BELM","Belmont Rail Station",525545,162065,-0.1988550453,51.3438147997,"RLY"
"9100BELNGHM","Bellingham Rail Station",537780,172295,-0.0193307245,51.4329130585,"RLY"
"9100BELVEDR","Belvedere Rail Station",549515,179215,0.15228619059,51.4921182002,"RLY"
"9100EALINGB","Ealing Broadway Rail Station",517938,180913,-0.3017516905,51.5148414545,"RLY"
"9100EARLSWD","Earlswood (Surrey) Rail Station",527820,149160,-0.1708229894,51.2273284568,"RLY"
"9100EBSFDOM","Ebbsfleet International Rail Station",561394,174108,0.32092093528,51.4429732029,"RLY"
"9100EBSFLTI","Ebbsfleet International Rail Station",561394,174109,0.32092139087,51.4429821871,"RLY"
"9100HAMPTON","Hampton (London) Rail Station",513300,169803,-0.3721188859,51.4159343771,"RLY"
"9100HAMWICK","Hampton Wick Rail Station",517450,169740,-0.3124894608,51.4145244865,"RLY"
"9100HANWELL","Hanwell Rail Station",515390,180520,-0.3385834264,51.5118349464,"RLY"
"9100HARLSDN","Harlesden Rail Station",520940,183370,-0.2576674972,51.5362891383,"RLY"
"9100HAROOTH","Harrow-on-the-Hill Rail Station",515314,188012,-0.3372253608,51.5791856192,"RLY"
"9100HASLEMR","Haslemere Rail Station",489802,132928,-0.7191625684,51.0886481896,"RLY"
"9100HATFILD","Hatfield (Herts) Rail Station",523240,208750,-0.2155885321,51.7638794888,"RLY"
"9100ACTNCTL","Acton Central Rail Station",520645,180295,-0.2629706148,51.5087162782,"RLY"
"9100ACTONML","Acton Main Line Rail Station",520360,181230,-0.2667563617,51.5171801456,"RLY"
"9100ADLESTN","Addlestone Rail Station",505587,164866,-0.4844567172,51.3730456637,"RLY"
"9100WTRNGBY","Wateringbury Rail Station",569160,152850,0.42246659257,51.2497351073,"RLY"
"9100STANAIR","Stansted Airport Rail Station",555683,223530,0.26081559435,51.8885910524,"RLY"
"9100STANMFC","Stansted Mountfitchet Rail Station",551440,224830,0.19978096127,51.9014383472,"RLY"
"9100TAPLOW","Taplow Rail Station",491580,181340,-0.6813703828,51.5235623791,"RLY"
"9100TATNHMC","Tattenham Corner Rail Station",522590,158140,-0.242609213,51.3091832692,"RLY"
"9100TDITTON","Thames Ditton Rail Station",515660,166870,-0.3391521094,51.3890970165,"RLY"
"9100TEDNGTN","Teddington Rail Station",516019,170815,-0.332705913,51.4244806825,"RLY"
"9100WHTTON","Whitton Rail Station",514220,173570,-0.3576813376,51.4496072855,"RLY"
"9100WHYTELF","Whyteleafe Rail Station",533841,158508,-0.0811482976,51.3099580923,"RLY"
"9100WHYTLFS","Whyteleafe South Rail Station",534155,157785,-0.0769176513,51.3033868462,"RLY"
"9100WIKFORD","Wickford Rail Station",574512,193694,0.51918514821,51.6150231424,"RLY"
"9100WIMBLDN","Wimbledon Rail Station",524811,170660,-0.2063706973,51.4212216473,"RLY"
"9100WIMLCHS","Wimbledon Chase Rail Station",524310,169350,-0.2140311574,51.4095583744,"RLY"
"9100WINDSEC","Windsor & Eton Central Rail Station",496590,176950,-0.6103798678,51.4832679167,"RLY"
"9100HEVER","Hever Rail Station",546530,144550,0.09506941174,51.1814111472,"RLY"
"9100HFDN","Hertford North Rail Station",531681,212856,-0.0917884682,51.7988567013,"RLY"
"9100FNCHLYR","Finchley Road & Frognal Rail Station",526070,185050,-0.1831405212,51.5502658645,"RLY"
"9100MORDENS","Morden South Rail Station",525360,167880,-0.1994609194,51.3961163124,"RLY"
"9100MOTNGHM","Mottingham Rail Station",542580,173240,0.05005403153,51.4402181862,"RLY"
"9100CLYGATE","Claygate Rail Station",515097,163755,-0.348247717,51.3612140122,"RLY"
"9100OTFORD","Otford Rail Station",553200,159407,0.19677880807,51.3131582227,"RLY"
"9100OXSHOTT","Oxshott Rail Station",514172,160973,-0.3624192433,51.3363958202,"RLY"
"9100OXTED","Oxted Rail Station",539317,152862,-0.0048334968,51.2579082321,"RLY"
"9100OXTEDBY","Oxted Rail Station",539318,152862,-0.0048191751,51.2579079879,"RLY"
"9100BLKHTH","Blackheath Rail Station",539640,176005,0.00887195566,51.4657962411,"RLY"
"9100BLTCHLY","Bletchley Rail Station",486859,233741,-0.7363204181,51.9953344532,"RLY"
"9100BLTRNAB","Beltring Rail Station",568000,147800,0.40349559627,51.2047087228,"RLY"
"9100BNHAM","Burnham (Berks) Rail Station",494008,181378,-0.6463737386,51.5235055229,"RLY"
"9100RICHNLL","Richmond NLL Rail Station",518095,175165,-0.3014111293,51.4631484145,"RLY"
"9100RNHAME","Rainham (London) Rail Station",552095,182030,0.19063351677,51.5167231168,"RLY"
"9100CLOCKHS","Clock House Rail Station",536370,169550,-0.0406569819,51.4085864136,"RLY"
"9100CLPHHS","Clapham High Street Rail Station",529820,175710,-0.1325216058,51.4654809056,"RLY"
"9100CXTN","Cuxton Rail Station",571435,166750,0.46170869678,51.3739265998,"RLY"
"9100CLPHMJM","Clapham Junction Rail Station",527202,175500,-0.1702645617,51.4641875738,"RLY"
"9100CLPHMJW","Clapham Junction Rail Station",527203,175500,-0.1702501741,51.4641873493,"RLY"
"9100MOTSPRP","Motspur Park Rail Station",522575,167710,-0.2395306963,51.3951964136,"RLY"
"9100MRGT","Moorgate Rail Station",532693,181683,-0.0889433296,51.5184914421,"RLY"
"9100MRTLKE","Mortlake Rail Station",520465,175770,-0.2671055731,51.4680868279,"RLY"
"9100LDYW","Ladywell Rail Station",537730,174890,-0.0190406105,51.4562443244,"RLY"
"9100LEABDGE","Lea Bridge Rail Station",536176,187123,-0.0366725271,51.5665478013,"RLY"
"9100LEAGRVE","Leagrave Rail Station",506145,224080,-0.4585025732,51.9051589926,"RLY"
"9100LEEE","Lee Rail Station",540010,174230,0.0134928748,51.4497548104,"RLY"
"9100DRYP","Drayton Park Rail Station",531445,185465,-0.1055089278,51.552769874,"RLY"
"9100DTNG","Dunton Green Rail Station",551454,157500,0.17093720894,51.2964902587,"RLY"
"9100POTRSBR","Potters Bar Rail Station",525010,201359,-0.1926054591,51.6970673712,"RLY"
"9100STCR","Stone Crossing Rail Station",557394,174913,0.26377125157,51.4513304837,"RLY"
"9100MEOPHAM","Meopham Rail Station",564100,167900,0.3569515952,51.3864238266,"RLY"
"9100MERSTHM","Merstham Rail Station",529155,153291,-0.1502256033,51.2641542122,"RLY"
"9100MGTE","Moorgate Rail Station",532694,181683,-0.0889289256,51.5184912074,"RLY"
"9100MHERON","Martins Heron Rail Station",488820,168370,-0.724396598,51.4074116544,"RLY"
"9100MITCHMJ","Mitcham Junction Rail Station",528270,167600,-0.1577565672,51.3929501305,"RLY"
"9100MLFORD","Milford (Surrey) Rail Station",495406,141335,-0.6369482985,51.1633192705,"RLY"
"9100MLHB","Mill Hill Broadway Rail Station",521320,191925,-0.2492396428,51.6130927905,"RLY"
"9100BARKING","Barking Rail Station",544410,184340,0.08090251386,51.5394947156,"RLY"
"9100EMALING","East Malling Rail Station",570200,156900,0.43928038001,51.2858098179,"RLY"
"9100EMRSPKH","Emerson Park Rail Station",553965,187865,0.22011332512,51.5686424274,"RLY"
"9100ENFC","Enfield Chase Rail Station",532180,196666,-0.0906962897,51.6532540836,"RLY"
"9100ENFCOAK","Oakwood Station",529326,195977,-0.1321823749,51.6477256066,"RLY"
"9100ENFLDLK","Enfield Lock Rail Station",536427,198745,-0.0285323822,51.6709220867,"RLY"
"9100ENFLDTN","Enfield Town Rail Station",532970,196550,-0.0793275609,51.6520255579,"RLY"
"9100EPSDNS","Epsom Downs Rail Station",522806,159759,-0.2389547714,51.3236875042,"RLY"
"9100EPSM","Epsom Rail Station",520700,160900,-0.2687776022,51.3343927305,"RLY"
"9100ERIDGE","Eridge Rail Station",554271,134488,0.20143180721,51.0889656398,"RLY"
"9100ERITH","Erith Rail Station",551130,178100,0.17505454186,51.481670928,"RLY"
"9100ERLFLD","Earlsfield Rail Station",526050,173040,-0.1877148555,51.4423369702,"RLY"
"9100ESHER","Esher Rail Station",514696,165824,-0.3533377601,51.3798911037,"RLY"
"9100ROMFORD","Romford Rail Station",551389,188476,0.18323743946,51.5748290573,"RLY"
"9100BUSHEY","Bushey Rail Station",511858,195322,-0.3847490781,51.6455815755,"RLY"
"9100BUSHYDC","Bushey Rail Station",511818,195340,-0.3853211909,51.6457513005,"RLY"
"9100BXLYHTH","Bexleyheath Rail Station",548320,175995,0.13373496165,51.4635001507,"RLY"
"9100BYFLANH","Byfleet & New Haw Rail Station",505854,162285,-0.4813896879,51.3497966473,"RLY"
"9100HOUNSLW","Hounslow Rail Station",513870,174935,-0.3622768775,51.4619461273,"RLY"
"9100HOWWOOD","How Wood (Herts) Rail Station",514449,203409,-0.344670375,51.7177421332,"RLY"
"9100HOXTON","Hoxton Rail Station",533575,183155,-0.0756814943,51.531511669,"RLY"
"9100HRGY","Harringay Rail Station",531400,188200,-0.1051360579,51.577358274,"RLY"
"9100HRGYGL","Harringay Green Lanes Rail Station",531885,188193,-0.098143697,51.5771822102,"RLY"
"9100HRLDWOD","Harold Wood Rail Station",554785,190575,0.23312869437,51.5927661406,"RLY"
"9100HRLG","Harlington (Beds) Rail Station",503456,230355,-0.495689862,51.9620620567,"RLY"
"9100STROOD","Strood Rail Station",574027,169356,0.50018750475,51.3965486367,"RLY"
"9100STRWBYH","Strawberry Hill Rail Station",515520,172415,-0.3393583891,51.4389629704,"RLY"
"9100SUNBURY","Sunbury Rail Station",510119,169998,-0.4177825994,51.4183131985,"RLY"
"9100SUNNGDL","Sunningdale Rail Station",495206,166764,-0.6330406518,51.3919404127,"RLY"
"9100SUNYMDS","Sunnymeads Rail Station",500160,175575,-0.5593741568,51.4702882988,"RLY"
"9100SURBITN","Surbiton Rail Station",518100,167300,-0.303958484,51.3924596894,"RLY"
"9100SURREYQ","Surrey Quays Rail Station",535642,178946,-0.047518581,51.4931963543,"RLY"
"9100SUTTON","Sutton (London) Rail Station",526034,163826,-0.1912147406,51.3595331626,"RLY"
"9100SUTTONC","Sutton Common Rail Station",525635,165525,-0.1963425013,51.3748907319,"RLY"
"9100SVNKNGS","Seven Kings Rail Station",545455,187100,0.09710023253,51.564026227,"RLY"
"9100SVNOAKS","Sevenoaks Rail Station",552267,155340,0.18166901607,51.2768654233,"RLY"
"9100SWLY","Swanley Rail Station",551016,168271,0.16922544124,51.3933868169,"RLY"
"9100SWNSCMB","Swanscombe Rail Station",560582,174761,0.3095432837,51.4490705126,"RLY"
"9100WLSDJHL","Willesden Junction Rail Station",521860,182970,-0.2445478144,51.5324966125,"RLY"
"9100WLSDNJL","Willesden Junction Low Level Rail Station",521950,182920,-0.2432682464,51.5320278399,"RLY"
"9100WLTHQRD","Walthamstow Queens Road Rail Station",537020,188810,-0.023845809,51.5815029242,"RLY"
"9100WLTWCEN","Walthamstow Central Rail Station",537295,188975,-0.0198149448,51.5829187463,"RLY"
"9100WLWYNGC","Welwyn Garden City Rail Station",523933,212903,-0.20407041,51.8010480872,"RLY"
"9100WLWYNN","Welwyn North Rail Station",524697,215420,-0.1920914828,51.8234974474,"RLY"
"9100WMALING","West Malling Rail Station",568739,157543,0.418653358,51.2920207305,"RLY"
"9100WMBY","Wembley Central Rail Station",518210,185090,-0.2964327906,51.5523251913,"RLY"
"9100WMBYDC","Wembley Central Rail Station",518211,185090,-0.2964183743,51.552324982,"RLY"
"9100EGRNSTD","East Grinstead Rail Station",538800,138200,-0.0179000123,51.1262735798,"RLY"
"9100SKENTON","South Kenton Rail Station",517330,187060,-0.3084623693,51.5702139724,"RLY"
"9100SLADEGN","Slade Green Rail Station",552248,176588,0.19049143204,51.4677861532,"RLY"
"9100SLEHOPE","Stanford-le-Hope Rail Station",568227,182276,0.42303584636,51.5143636056,"RLY"
"9100SLOUGH","Slough Rail Station",497839,180157,-0.5915103575,51.5118804107,"RLY"
"9100SLVRTWN","Silvertown & City Airport Rail Station",542100,180100,0.04590856441,51.5019811406,"RLY"
"9100SMARGRT","St Margarets (Herts) Rail Station",538131,211803,0.00126921709,51.7878405311,"RLY"
"9100SMERTON","South Merton Rail Station",524945,168635,-0.2051573993,51.4029931102,"RLY"
"9100SMITHAM","Smitham (Coulsdon Town) Rail Station",530090,159755,-0.1344788582,51.3220338844,"RLY"
"9100BLFR","London Blackfriars Rail Station",531714,180914,-0.1033319919,51.5118097294,"RLY"
"9100GRVPK","Grove Park Rail Station",540640,172145,0.02172556684,51.4308631211,"RLY"
"9100GRVSEND","Gravesend Rail Station",564577,174029,0.36664309001,51.4413483251,"RLY"
"9100CHDWLHT","Chadwell Heath Rail Station",547650,187610,0.128958453,51.5680387614,"RLY"
"9100CHEAM","Cheam Rail Station",524447,163336,-0.2141674444,51.3554789193,"RLY"
"9100CAMHTH","Cambridge Heath (London) Rail Station",534850,183240,-0.0572789841,51.5319727046,"RLY"
"9100CANONST","London Cannon Street Rail Station",532620,180890,-0.090292899,51.5113823215,"RLY"
"9100MRYLAND","Maryland Rail Station",539183,184927,0.00581521216,51.5460813629,"RLY"
"9100CROUCHH","Crouch Hill Rail Station",530585,187505,-0.1171487389,51.571301879,"RLY"
"9100CRPNDPK","Carpenders Park Rail Station",511818,193404,-0.3859390315,51.628351151,"RLY"
"9100CRSHLTB","Carshalton Beeches Rail Station",527531,163627,-0.1697969652,51.3574109565,"RLY"
"9100CRSHLTN","Carshalton Rail Station",527739,164861,-0.1663684564,51.3684543138,"RLY"
"9100WLDNGHM","Woldingham Rail Station",535940,156360,-0.0518696291,51.2901578739,"RLY"
"9100WLOE","London Waterloo East Rail Station",531350,180044,-0.108898084,51.5040760903,"RLY"
"9100GRAYS","Grays Rail Station",561340,177810,0.32183225291,51.4762478722,"RLY"
"9100SYDENHM","Sydenham Rail Station",535370,171600,-0.0542438994,51.4272479142,"RLY"
"9100SYDNHMH","Sydenham Hill Rail Station",533540,172160,-0.0803394905,51.4327141447,"RLY"
"9100SYONLA","Syon Lane Rail Station",516420,177200,-0.3248418375,51.4817849709,"RLY"
"9100MAZEH","Maze Hill Rail Station",539175,177865,0.00291420855,51.4826246554,"RLY"
"9100CRYSTLP","Crystal Palace Rail Station",534120,170550,-0.072609797,51.4181090348,"RLY"
"9100CSEAH","Imperial Wharf Rail Station",526300,176675,-0.1828226772,51.4749490963,"RLY"
"9100CTMSLNK","City Thameslink Rail Station",531690,181150,-0.1035895627,51.5139361361,"RLY"
"9100BCKNHMJ","Beckenham Junction Rail Station",537395,169850,-0.0258127416,51.411035107,"RLY"
"9100BCKNMJC","Beckenham Junction Rail Station",537380,169865,-0.0260224802,51.4111735319,"RLY"
"9100BCKWATR","Blackwater Rail Station",485320,159875,-0.7767409358,51.3315815812,"RLY"
"9100BCNSFLD","Beaconsfield Rail Station",494004,191144,-0.6438221979,51.6112912373,"RLY"
"9100ANERLEY","Anerley Rail Station",534605,169900,-0.0658858399,51.4121529856,"RLY"
"9100GLNGHMK","Gillingham (Kent) Rail Station",577520,168365,0.5498500996,51.386565458,"RLY"
"9100GNHT","Greenhithe for Bluewater Rail Station",558545,174842,0.28029021858,51.4503717524,"RLY"
"9100GNRSBRY","Gunnersbury Rail Station",519835,178380,-0.2752863566,51.491677623,"RLY"
"9100FNPK","Finsbury Park Rail Station",531358,186746,-0.1062848978,51.5643017726,"RLY"
"9100ANGELRD","Angel Road Rail Station",535200,192200,-0.0487913406,51.6124049276,"RLY"
"9100SHENFLD","Shenfield Rail Station",561349,195022,0.32985131889,51.6308773472,"RLY"
"9100SHEPRTN","Shepperton Rail Station",508153,167563,-0.4467858291,51.396804777,"RLY"
"9100HTCHEND","Hatch End Rail Station",513065,191325,-0.3686013643,51.6094169312,"RLY"
"9100HTHRGRN","Hither Green Rail Station",539000,174455,-0.0009441682,51.4520252772,"RLY"
"9100HTRWAPT","Heathrow Terminals 2 & 3 Rail Station",507468,175898,-0.4541015506,51.4718522474,"RLY"
"9100HTRWTM1","Heathrow T1 Rail-Air Link",507651,176044,-0.4514233778,51.4731297774,"RLY"
"9100FNTLSR","Farringdon (London) Rail Station",531570,181855,-0.1050549471,51.5202995627,"RLY"
"9100FORESTH","Forest Hill Rail Station",535410,172940,-0.0531570234,51.4392801072,"RLY"
"9100FRANT","Frant Rail Station",560739,136362,0.29454314839,51.104028706,"RLY"
"9100FRBRMN","Farnborough (Main) Rail Station",486870,156020,-0.7554364247,51.2966922049,"RLY"
"9100FRBRNTH","Farnborough North Rail Station",487725,156630,-0.7430268404,51.3020449407,"RLY"
"9100GIDEAPK","Gidea Park Rail Station",552940,189310,0.20596439507,51.5819039979,"RLY"
"9100GIPSYH","Gipsy Hill Rail Station",533321,171235,-0.0838358377,51.4244531197,"RLY"
"9100HYWRDSH","Haywards Heath Rail Station",533045,124630,-0.1050777016,51.0056816899,"RLY"
"9100GOSPLOK","Gospel Oak Rail Station",528300,185670,-0.150770107,51.5553354348,"RLY"
"9100WALHAMX","Waltham Cross Rail Station",536521,200321,-0.0265583143,51.6850609789,"RLY"
"9100WALNGTN","Wallington Rail Station",528843,163991,-0.150832874,51.3603864753,"RLY"
"9100WANBRO","Wanborough Rail Station",493100,150326,-0.6675877129,51.2445232763,"RLY"
"9100WANDCMN","Wandsworth Common Rail Station",527730,173510,-0.1633859124,51.4461848255,"RLY"
"9100WAPPING","Wapping Rail Station",535025,180175,-0.0559308158,51.5043880542,"RLY"
"9100WARE","Ware Rail Station",535998,213984,-0.0287813028,51.8079603867,"RLY"
"9100WARNHAM","Warnham Rail Station",517083,133948,-0.3294640941,51.0929020924,"RLY"
"9100WATFDHS","Watford High Street Rail Station",511359,196098,-0.3917110994,51.6526549586,"RLY"
"9100WATFDJ","Watford Junction Rail Station",511040,197343,-0.3959252354,51.6639076694,"RLY"
"9100WATFDN","Watford North Rail Station",511426,198664,-0.3899257288,51.6757040314,"RLY"
"9100WATFJDC","Watford Junction Rail Station",511000,197300,-0.396516975,51.6635290929,"RLY"
"9100WATONAS","Watton-at-Stone Rail Station",529610,219210,-0.1194274085,51.8564378407,"RLY"
"9100WATRLMN","London Waterloo Rail Station",531060,179950,-0.1131088672,51.5032986135,"RLY"
"9100WBRMPTN","West Brompton Rail Station",525380,178000,-0.1955925613,51.4870613526,"RLY"
"9100BSTD","Bearsted Rail Station",579882,156119,0.57758048241,51.2758214622,"RLY"
"9100BTCHWTH","Betchworth Rail Station",521052,151317,-0.2669729369,51.2481892084,"RLY"
"9100GRPK","Grange Park Rail Station",531750,195470,-0.0973584247,51.6426073462,"RLY"
"9100GRSTH","Garston (Herts) Rail Station",511965,199890,-0.3817411349,51.6866157596,"RLY"
"9100CNTN","Canning Town Rail Station",539300,181600,0.00618656637,51.516156444,"RLY"
"9100HMPSTDH","Hampstead Heath Rail Station",527265,185630,-0.1657053437,51.5552101804,"RLY"
"9100HNCHLYW","Hinchley Wood Rail Station",515600,165300,-0.3405244626,51.3749982733,"RLY"
"9100ECROYDN","East Croydon Rail Station",532841,165770,-0.0927796195,51.3754538042,"RLY"
"9100BENFLET","Benfleet Rail Station",577733,185893,0.56171347084,51.5439450657,"RLY"
"9100BERKHMD","Berkhamsted Rail Station",499336,208139,-0.5620128997,51.7631338549,"RLY"
"9100BEXLEY","Bexley Rail Station",549380,173435,0.1479025861,51.4402194785,"RLY"
"9100BHILLPK","Bush Hill Park Rail Station",533700,195400,-0.0692210324,51.6415185393,"RLY"
"9100BICKLEY","Bickley Rail Station",542370,168770,0.04524062672,51.4001042145,"RLY"
"9100BILERCY","Billericay Rail Station",567500,195000,0.41862972179,51.6288836605,"RLY"
"9100BILSHST","Billingshurst Rail Station",508803,125123,-0.4503021538,51.0152044765,"RLY"
"9100HOMRTON","Homerton Rail Station",535840,184940,-0.0423597532,51.5470120631,"RLY"
"9100UHALIFD","Upper Halliford Rail Station",509219,169395,-0.4309057179,51.4130672282,"RLY"
"9100FULWELL","Fulwell Rail Station",514830,171840,-0.3494675292,51.4339351157,"RLY"
"9100BNSBDGE","Barnes Bridge Rail Station",521460,176230,-0.2526301559,51.4720085213,"RLY"
"9100BNTFORD","Brentford Rail Station",517460,177865,-0.3096509179,51.4875469063,"RLY"
"9100GTMSNDN","Great Missenden Rail Station",489300,201319,-0.709141009,51.7035185332,"RLY"
"9100NWCRELL","New Cross ELL Rail Station",536739,177100,-0.0324408879,51.4763438626,"RLY"
"9100NWCROSS","New Cross Rail Station",536740,177100,-0.0324264977,51.4763436211,"RLY"
"9100NWELTHM","New Eltham Rail Station",544010,173040,0.07053325309,51.438059627,"RLY"
"9100NWEMBLY","North Wembley Rail Station",517660,186220,-0.3039840433,51.5625958434,"RLY"
"9100NWHYTHE","New Hythe Rail Station",571190,159960,0.45492960418,51.3130029391,"RLY"
"9100LYTNSHR","Leytonstone High Road Rail Station",539310,186875,0.00841647572,51.5635544955,"RLY"
"9100HERTFDE","Hertford East Rail Station",532980,212910,-0.0729413467,51.7990348618,"RLY"
"9100WITLEY","Witley Rail Station",494850,137970,-0.6457829662,51.1331619775,"RLY"
"9100CBARPAR","Castle Bar Park Rail Station",515850,181765,-0.3315488623,51.5229305014,"RLY"
"9100CBGH","Crowborough Rail Station",553472,129725,0.18801250436,51.0463815649,"RLY"
"9100CBHMSDA","Cobham & Stoke d'Abernon Rail Station",512341,158897,-0.389346295,51.3181007378,"RLY"
"9100SEERGRN","Seer Green Rail Station",496500,191030,-0.6078184628,51.6098447617,"RLY"
"9100STEVNGE","Stevenage Rail Station",523448,224090,-0.2071093865,51.9016875339,"RLY"
"9100STFD","Stratford (London) Rail Station",538557,184444,-0.0033966567,51.5418950672,"RLY"
"9100STFDLL","Stratford Low Level Rail Station",538560,184350,-0.0033903983,51.5410496534,"RLY"
"9100STFODOM","Stratford International Rail Station",538175,184760,-0.0087775652,51.5448281956,"RLY"
"9100STFORDI","Stratford International Rail Station",538160,184760,-0.0089937391,51.5448318647,"RLY"
"9100KNTSHTW","Kentish Town West Rail Station",528610,184700,-0.1466554366,51.5465478376,"RLY"
"9100KTON","Kenton Rail Station",516710,188335,-0.3169808531,51.581801537,"RLY"
"9100KXTLSR","Kings Cross Thameslink Rail Station",530481,182980,-0.1203254412,51.530661848,"RLY"
"9100LAINDON","Laindon Rail Station",568118,188190,0.4242890196,51.5675235882,"RLY"
"9100CHTSEY","Chertsey Rail Station",503825,166390,-0.509316546,51.387068859,"RLY"
"9100CLANDON","Clandon Rail Station",504560,152714,-0.5027660291,51.2640052574,"RLY"
"9100CLAPTON","Clapton Rail Station",534780,186540,-0.0570245749,51.5616439327,"RLY"
"9100CLDNNRB","Caledonian Road & Barnsbury Rail Station",530695,184363,-0.116729169,51.5430407954,"RLY"
"9400ZZLUWOP","Woodside Park Underground Station",525725,192580,-0.1854196899,51.6180135839,"MET"
"9400ZZLUWPL","Whitechapel Underground Station",534700,181850,-0.0599711943,51.5195175704,"MET"
"9400ZZLUWCY","White City Underground Station",523320,180720,-0.2242966621,51.5119589265,"MET"
"9400ZZLUWFN","West Finchley Underground Station",525545,191620,-0.18836176,51.6094264037,"MET"
"9400ZZLUWHM","West Ham Underground Station",539185,182930,0.00505519937,51.5281360388,"MET"
"9400ZZDLCGT","Canning Town DLR Station",539439,181378,0.00810075819,51.5141273101,"MET"
"9400ZZDLCLA","Crossharbour DLR Station",537919,179289,-0.0146063027,51.4957282215,"MET"
"9400ZZDLGRE","Greenwich DLR Station",538037,177329,-0.0136731697,51.4780867422,"MET"
"9400ZZDLWFE","Westferry DLR Station",537035,180790,-0.0267499912,51.5094311699,"MET"
"9400ZZDLWHM","West Ham DLR Station",539146,182902,0.00448230604,51.5278940361,"MET"
"9400ZZLUWHP","West Hampstead Underground Station",525531,184633,-0.1910587578,51.5466383841,"MET"
"9400ZZLUWHW","West Harrow Underground Station",514192,188045,-0.353399705,51.5797104016,"MET"
"9400ZZLUWIG","Willesden Green Underground Station",523411,184860,-0.221536634,51.5491456094,"MET"
"9400ZZLUWIM","Wimbledon Underground Station",524797,170658,-0.2065726414,51.4212067524,"MET"
"9400ZZLUWIP","Wimbledon Park Underground Station",525237,172156,-0.1997189059,51.4345725304,"MET"
"9400ZZLUWJN","Willesden Junction Underground Station",521879,182944,-0.2442830214,51.5322588484,"MET"
